"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CCNL2:1:1388743:1390229",60.6616081292427,6.35819353053345,0.63069635632592,10.0812276252438,6.68851694202062e-24,4.06614421674513e-23
"CCNL2:1:1389047:1390229",47.8185259643846,6.11993971295039,0.663584982657201,9.22254100513885,2.90141516039811e-20,1.31732423276306e-19
"CCNL2:1:1390865:1391296",602.299574616111,7.28719624883135,0.379038891437814,19.2254578974435,2.2662983601202e-82,2.19115732488141e-79
"CCNL2:1:1390865:1392678",1346.31048663315,6.57746155674523,0.334319593824874,19.6741730913644,3.58984652593684e-86,5.19291761386455e-83
"CCNL2:1:1390865:1392789",1408.84882181924,6.47873950069458,0.335477678638142,19.3119838166127,4.25894939134401e-83,4.46571838503363e-80
"CCNL2:1:1390865:1393395",1440.7126549251,6.45734912742174,0.333784369399585,19.3458703265144,2.20844520506736e-83,2.41782529678897e-80
"CCNL2:1:1391575:1392678",684.530151050774,6.12478025570391,0.361059247870552,16.963366239271,1.53304498104901e-64,2.86760300764209e-62
"CCNL2:1:1391575:1392789",769.990000846405,6.04433022906902,0.359111599718762,16.8313422173014,1.43804859479318e-63,2.51902126438984e-61
"CCNL2:1:1392803:1393395",31.7492920329599,6.61911395264725,0.882280419165914,7.50227910407986,6.27176501019578e-14,1.62139837383771e-13
"CCNL2:1:1393460:1395393",66.3137453618067,6.495308002478,0.595299913824361,10.9109842814363,1.02144345630114e-27,8.5682705342255e-27
"CCNL2:1:1395514:1398232",10.2474937866723,6.44510740805987,1.34782313111626,4.78186437023235,1.73676849107661e-06,2.01932225293114e-06
"CCNL2:1:1395537:1398232",9.99742585383536,7.29314452032935,1.4685125657432,4.966348052077,6.82254626465249e-07,8.18272492854401e-07
"CCNL2:1:1398671:1399018",8.76590193647099,5.04414149037965,1.16884711075043,4.31548441535796,1.59253287699757e-05,1.75124512694e-05
"MRPL20-AS1:1:1399689:1400157",41.6626966943635,3.29511823081405,0.558624127808612,5.89863213345304,3.66527383938464e-09,5.60052217726425e-09
"MRPL20-AS1:1:1400303:1400604",18.9941478174274,4.29503706113379,0.760421027613425,5.64823552369892,1.62102995055181e-08,2.29570873399655e-08
"MRPL20:1:1402256:1405808",281.753118960727,4.95275913759801,0.380125377684068,13.0292777813808,8.33932510486744e-39,1.75576282828639e-37
"MRPL20:1:1402601:1405808",217.558635509414,6.04894991634457,0.406151738086439,14.8933252011769,3.64196642092926e-50,1.94639967077473e-48
"MRPL20:1:1405886:1406908",108.629500552613,5.31718657894417,0.567007959711259,9.37762246168798,6.74770793069878e-21,3.22223612775325e-20
"VWA1:1:1435821:1437321",151.028501648566,1.97231001174857,0.377758709031014,5.22108415927122,1.77878675421241e-07,2.24922442915366e-07
"VWA1:1:1437484:1439080",14.0884656211022,3.86782614067219,0.862542870299134,4.4842132186784,7.31834570591775e-06,8.19069849918006e-06
"ATAD3A:1:1512473:1516011",17.7174386898647,5.21689696031951,0.851159073294157,6.12916800631527,8.83398043631063e-10,1.455071776499e-09
"ATAD3A:1:1512690:1516011",17.4918118090941,5.37526961170137,0.871964413392749,6.16455159080013,7.06831500115222e-10,1.17724075905676e-09
